,order_id,local_time,country_code,store_address,payment_status,n_of_products,products_total,final_status
57,32399578,64352,UA,50832,PAID,2,8.71,DeliveredStatus
58,32660725,46693,IT,12513,PAID,2,8.9,DeliveredStatus
59,32229115,47555,AR,57753,PAID,2,4.86,DeliveredStatus
60,33173867,57586,CR,48111,PAID,3,14.25,DeliveredStatus
61,32527259,42730,TR,70568,PAID,1,5.08,DeliveredStatus
62,32971367,46324,CR,54524,PAID,2,17.5,DeliveredStatus
63,33105637,45516,PE,65879,PAID,2,8.62,DeliveredStatus
64,32917976,49861,RO,65987,PAID,2,7.17,DeliveredStatus
65,32926999,51272,MA,33030,PAID,2,6.46,DeliveredStatus
66,32178027,80684,PA,65898,PAID,1,0.56,DeliveredStatus
67,31936061,60186,ES,16276,PAID,6,11.65,DeliveredStatus
68,32843714,72365,FR,1213,PAID,6,37.1,DeliveredStatus
69,33112533,69219,IT,12513,PAID,2,14.7,DeliveredStatus
70,32042175,35140,EC,51374,PAID,2,6.33,DeliveredStatus
71,32585343,78877,TR,62030,PAID,2,4.38,DeliveredStatus
72,33538976,75602,AR,61394,PAID,2,4.32,DeliveredStatus
73,33101488,44117,PE,51831,PAID,2,8.08,DeliveredStatus
74,33353090,74208,AR,63908,PAID,2,13.61,DeliveredStatus
75,32039883,55754,ES,13660,PAID,6,45.9,DeliveredStatus
76,32187853,42868,UA,61040,PAID,2,7.78,DeliveredStatus
77,32570664,66084,FR,3299,PAID,1,7.99,DeliveredStatus
78,32528876,38444,ES,7777,PAID,3,13.65,DeliveredStatus
79,32628320,74285,AR,55375,PAID,3,18.14,DeliveredStatus
80,33360796,77418,AR,34039,PAID,1,4.97,DeliveredStatus
81,32684522,68004,TR,60457,PAID,2,3.2,DeliveredStatus
82,32055891,59133,ES,15871,PAID,9,14.14,DeliveredStatus
83,33391431,39783,FR,917,PAID,2,14.7,DeliveredStatus
84,32079853,49113,PA,65895,PAID,1,0.99,DeliveredStatus
85,33293014,75653,UA,64797,PAID,1,2.33,CanceledStatus
86,32886292,71200,PR,66767,PAID,2,17.54,DeliveredStatus
87,32763128,77903,AR,63017,PAID,4,3.28,DeliveredStatus
88,33352980,74149,AR,27748,PAID,1,4.54,DeliveredStatus
89,32707709,70852,MA,70784,PAID,1,2.76,DeliveredStatus
90,33011175,79280,ES,28671,PAID,2,4.4,DeliveredStatus
91,32019596,50057,RO,72985,PAID,7,8.85,DeliveredStatus
92,32937094,42433,AR,46906,PAID,2,3.65,DeliveredStatus
93,33082742,43695,AR,63042,PAID,1,1.38,DeliveredStatus
94,32893945,72039,PE,15937,PAID,4,10.69,DeliveredStatus
95,32832215,75781,TR,67724,PAID,1,1.31,DeliveredStatus
96,33217959,28983,IT,4390,PAID,4,6.5,DeliveredStatus
97,32079079,70513,FR,1213,PAID,2,13.2,DeliveredStatus
98,32931416,39200,CL,10358,PAID,1,0.41,DeliveredStatus
99,33511530,57275,EC,41406,PAID,1,21.35,DeliveredStatus
100,32719200,74156,MA,72862,PAID,4,29.94,CanceledStatus
101,33290170,71350,ES,5901,PAID,11,19.61,DeliveredStatus
102,32796628,50802,ES,16245,PAID,21,33.33,CanceledStatus
103,32595315,81797,TR,72234,PAID,2,4.84,DeliveredStatus
104,32563761,62785,ES,9451,PAID,9,23.4,DeliveredStatus
105,32680367,44083,AR,53058,PAID,2,7.99,DeliveredStatus
106,33387294,37582,TR,65753,PAID,2,3.39,CanceledStatus
107,32572471,66880,FR,1718,PAID,5,23.6,DeliveredStatus
108,32916482,45222,FR,46940,PAID,3,8.8,DeliveredStatus
109,32160713,78705,AR,21110,PAID,1,3.35,DeliveredStatus
110,33220896,40345,KE,66621,PAID,5,25.24,DeliveredStatus
111,32761656,69957,PE,51856,PAID,1,13.35,DeliveredStatus
112,32834462,69389,ES,2266,PAID,1,14.5,DeliveredStatus
113,33046421,40596,UA,48498,PAID,2,3.5,DeliveredStatus
114,32870892,76449,PT,72519,PAID,3,3.56,DeliveredStatus
115,32609958,75262,ES,30118,PAID,4,5.6,CanceledStatus
116,33193699,77394,AR,63017,PAID,6,4.71,DeliveredStatus
117,32706404,74005,EG,44003,PAID,4,8.92,CanceledStatus
118,33492112,60942,AR,12787,PAID,6,5.08,DeliveredStatus
119,33543629,77571,AR,53926,PAID,2,5.94,DeliveredStatus
120,32762201,77417,AR,62504,PAID,1,1.55,DeliveredStatus
121,33068237,48451,ES,29451,PAID,3,21.4,DeliveredStatus
122,33257434,58607,IT,12513,PAID,4,29.0,DeliveredStatus
123,32422639,76501,KE,58044,PAID,2,11.41,DeliveredStatus
124,32397879,59965,ES,69025,PAID,1,9.95,DeliveredStatus
125,33025304,76603,UY,46606,PAID,3,18.06,CanceledStatus
126,33255044,57393,FR,3166,PAID,3,10.2,DeliveredStatus
127,33449960,66725,MA,55899,PAID,1,3.88,DeliveredStatus
128,33188537,75215,AR,13370,PAID,1,8.38,DeliveredStatus
129,32780882,37696,IT,10695,PAID,4,10.28,DeliveredStatus
130,32215649,55494,ES,22008,PAID,6,36.46,DeliveredStatus
131,32755089,73421,AR,63150,PAID,1,1.22,DeliveredStatus
132,33271675,72610,TR,33959,PAID,1,9.32,DeliveredStatus
133,32854442,75279,ES,15659,PAID,3,13.1,DeliveredStatus
134,32673430,54234,FR,46940,PAID,4,11.5,DeliveredStatus
135,33367179,79977,AR,63827,PAID,5,3.24,DeliveredStatus
136,33018246,72549,AR,17199,PAID,2,10.53,DeliveredStatus
137,33523332,60745,PE,43577,PAID,1,6.16,DeliveredStatus
138,33207167,75759,EC,41406,PAID,1,12.92,DeliveredStatus
139,33429854,36744,PE,48322,PAID,2,10.75,DeliveredStatus
140,33439292,48165,AR,16169,PAID,2,7.35,DeliveredStatus
141,32737661,79095,ES,39022,PAID,5,39.13,DeliveredStatus
142,33071538,53395,ES,20111,PAID,5,7.85,DeliveredStatus
143,33219925,37033,TR,72416,PAID,1,0.98,DeliveredStatus
144,32410969,44066,PE,29360,PAID,1,9.84,DeliveredStatus
145,32460180,83347,TR,63861,PAID,1,1.64,DeliveredStatus
146,33080337,57109,IT,2518,PAID,2,19.04,DeliveredStatus
147,33538207,68092,PA,65899,PAID,1,0.58,CanceledStatus
148,32241194,67272,ES,21467,PAID,3,2.76,DeliveredStatus
149,33005480,80521,MA,33034,PAID,4,13.85,DeliveredStatus
150,32223000,73699,ES,19842,PAID,1,11.0,DeliveredStatus
151,33483675,74025,IT,9453,PAID,5,15.0,DeliveredStatus
152,33550141,73384,PA,65899,PAID,7,9.62,DeliveredStatus
153,32434326,72030,ES,5808,PAID,11,27.61,DeliveredStatus
154,33359589,76944,AR,66075,PAID,2,10.59,DeliveredStatus
155,33017504,72128,AR,20804,PAID,4,32.18,DeliveredStatus
156,32572283,66796,ES,2266,PAID,5,8.33,DeliveredStatus
157,33354460,74846,AR,35431,PAID,1,6.59,DeliveredStatus
158,33487149,74571,ES,13657,PAID,2,14.2,DeliveredStatus
159,32334538,81146,CL,30327,PAID,1,0.09,CanceledStatus
160,32028851,54603,UA,45802,PAID,3,10.16,DeliveredStatus
161,32715869,73264,ES,50292,PAID,6,6.72,DeliveredStatus
162,33377102,81250,DO,32999,PAID,3,35.27,CanceledStatus
163,33185941,74010,AR,56332,PAID,1,0.74,DeliveredStatus
164,32169455,82330,AR,71381,PAID,2,6.92,DeliveredStatus
165,32911455,44187,EG,48518,PAID,3,3.95,DeliveredStatus
166,32553938,60738,UA,66718,PAID,1,2.03,DeliveredStatus
167,32262327,80140,TR,29117,PAID,2,3.93,DeliveredStatus
168,32946595,65408,RO,39334,PAID,1,37.95,DeliveredStatus
169,33307142,74957,ES,27639,PAID,5,20.7,DeliveredStatus
170,33394165,50150,TR,45699,PAID,1,3.75,DeliveredStatus
171,33206953,75660,PE,51289,PAID,1,6.73,DeliveredStatus
172,33539326,75758,AR,57878,PAID,5,41.78,DeliveredStatus
173,32329054,78544,AR,38439,PAID,1,5.83,DeliveredStatus
174,32082030,71246,IT,11177,PAID,1,6.29,DeliveredStatus
175,33114586,76980,TR,47624,PAID,4,9.47,DeliveredStatus
176,32235189,50325,AR,60548,PAID,4,4.35,CanceledStatus
177,33546026,78624,AR,57713,PAID,2,12.77,DeliveredStatus
178,32433726,57349,AR,32214,PAID,6,1.83,DeliveredStatus
179,32162680,72252,EC,31866,PAID,1,3.96,DeliveredStatus
180,32539834,48764,ES,16224,PAID,4,10.99,DeliveredStatus
181,33544907,78150,AR,55118,PAID,1,4.32,CanceledStatus
182,32314804,71835,AR,64637,PAID,2,7.18,DeliveredStatus
183,33072049,50003,PT,18370,PAID,1,35.0,DeliveredStatus
184,33393535,45821,UA,69188,PAID,2,8.71,DeliveredStatus
185,32608215,63900,AR,63134,PAID,2,3.65,CanceledStatus
186,32574163,74770,TR,67726,PAID,1,1.15,DeliveredStatus
187,33429226,36453,EC,41127,PAID,3,3.6,DeliveredStatus
188,33230013,45982,ES,16231,PAID,3,4.95,DeliveredStatus
189,32823743,68738,EG,60475,PAID,1,8.1,DeliveredStatus
190,32396529,44937,AR,34119,PAID,1,5.3,DeliveredStatus
191,32479031,65482,CL,17327,PAID,1,0.09,DeliveredStatus
192,33123892,72140,IT,21071,PAID,2,11.5,DeliveredStatus
193,32456101,75781,ES,54552,PAID,1,23.0,DeliveredStatus
194,32941624,62876,RO,72551,PAID,2,7.17,DeliveredStatus
195,33329559,75783,ES,28669,PAID,3,19.2,DeliveredStatus
196,33033905,74635,EC,54771,PAID,8,33.09,DeliveredStatus
197,33501741,76927,ES,5566,PAID,3,22.0,DeliveredStatus
198,33523400,82382,ES,16348,PAID,2,2.7,DeliveredStatus
199,32475522,75396,ES,28712,PAID,2,18.8,DeliveredStatus
200,32785759,50756,TR,68331,PAID,1,2.6,DeliveredStatus
201,32798739,51806,ES,226,NOT_PAID,2,6.9,DeliveredStatus
202,32088213,51032,PA,67898,PAID,1,6.38,DeliveredStatus
203,33098797,68309,UA,67086,PAID,2,4.52,DeliveredStatus
204,32692116,50295,AR,54452,PAID,1,5.32,DeliveredStatus
205,33151343,77381,ES,16351,PAID,2,3.2,DeliveredStatus
206,32260249,72505,FR,4137,PAID,3,24.5,DeliveredStatus
207,32690807,49669,AR,59450,PAID,2,2.13,DeliveredStatus
208,33067247,52988,ES,19856,PAID,1,6.5,DeliveredStatus
209,33053541,30260,AR,17456,PAID,1,3.6,DeliveredStatus
210,32152504,75503,AR,61656,PAID,1,5.58,CanceledStatus
211,32182717,32723,TR,62041,PAID,6,7.61,DeliveredStatus
212,32242795,64195,PT,41304,PAID,13,22.05,DeliveredStatus
213,32245202,54202,AR,61408,PAID,4,1.24,DeliveredStatus
214,33072455,53758,MA,32551,PAID,2,2.77,DeliveredStatus
215,33559739,82923,PE,11694,PAID,2,6.32,DeliveredStatus
216,33202014,80651,UY,26532,PAID,2,14.7,DeliveredStatus
217,32557842,63092,EG,44467,PAID,4,5.18,DeliveredStatus
218,32237207,65594,ES,47273,PAID,2,2.68,CanceledStatus
219,32079371,70587,IT,12513,PAID,1,15.0,DeliveredStatus
220,32700855,72043,UA,67014,PAID,1,6.12,CanceledStatus
221,32015973,44027,IT,25709,PAID,6,20.36,DeliveredStatus
222,32228162,47131,AR,66068,PAID,1,5.72,DeliveredStatus
223,32229051,65612,RO,72558,NOT_PAID,3,7.16,DeliveredStatus
224,32527554,39803,UA,58035,PAID,6,16.31,DeliveredStatus
225,33437653,47435,AR,57659,PAID,4,4.32,DeliveredStatus
226,32891053,70380,PE,44509,PAID,1,2.54,DeliveredStatus
227,33200386,79980,AR,68271,PAID,1,5.73,DeliveredStatus
228,33208573,83727,AR,71283,PAID,1,2.93,CanceledStatus
229,33505496,74049,ES,28712,PAID,4,20.25,DeliveredStatus
230,32245482,68683,IT,13825,PAID,3,23.0,DeliveredStatus
231,32884690,66573,PA,62221,PAID,2,19.37,DeliveredStatus
232,32272038,78429,UA,66024,PAID,2,14.98,DeliveredStatus
233,32346429,80793,EC,55533,PAID,1,2.81,DeliveredStatus
234,33247520,57490,UA,67084,PAID,4,9.58,DeliveredStatus
235,32497010,73336,AR,13917,PAID,1,3.86,DeliveredStatus
236,33093208,40914,PE,46853,PAID,1,6.73,CanceledStatus
237,32344364,79041,PE,69621,PAID,1,9.05,DeliveredStatus
238,33428339,57632,FR,3082,PAID,1,10.9,DeliveredStatus
239,32387882,55502,FR,3303,PAID,2,29.99,CanceledStatus
240,33215497,78326,CR,36594,PAID,1,7.23,CanceledStatus
241,33038300,85478,AR,63432,PAID,1,2.9,DeliveredStatus
242,33229798,42230,ES,30120,PAID,2,4.64,DeliveredStatus
243,32568132,68533,RO,72545,PAID,4,6.78,DeliveredStatus
244,32197470,33493,AR,17190,PAID,1,2.98,CanceledStatus
245,32508868,71636,PE,11361,PAID,2,14.15,DeliveredStatus
246,32662418,47825,ES,5901,PAID,9,34.81,DeliveredStatus
247,33269095,42649,EC,41299,PAID,4,24.67,DeliveredStatus
248,32587895,72497,IT,528,PAID,2,10.55,DeliveredStatus
249,32762818,77726,AR,72786,PAID,3,6.43,DeliveredStatus
250,33358728,69403,EC,41215,PAID,2,4.45,DeliveredStatus
251,32577866,76274,TR,47493,PAID,2,1.39,DeliveredStatus
252,33257827,66013,TR,46490,PAID,5,19.58,DeliveredStatus
253,33280080,72191,UA,50832,PAID,4,15.08,DeliveredStatus
254,32921199,51768,UA,54534,PAID,2,5.51,DeliveredStatus
255,33026067,77024,AR,55206,PAID,3,19.33,DeliveredStatus
256,33536939,67479,PE,59009,PAID,3,5.91,DeliveredStatus
257,32911733,51718,GE,67114,PAID,3,10.76,CanceledStatus
258,32568807,68823,UA,50832,PAID,4,7.38,DeliveredStatus
259,33085651,66499,TR,72806,PAID,1,0.98,DeliveredStatus
260,33518157,80562,IT,17596,PAID,3,18.0,DeliveredStatus
261,33390261,44865,TR,72810,PAID,3,4.17,DeliveredStatus
262,33225785,45377,EG,30577,PAID,5,5.21,DeliveredStatus
263,32154745,69174,EC,41294,PAID,2,7.65,DeliveredStatus
264,32782527,50776,GE,46083,PAID,4,4.89,DeliveredStatus
265,32785837,43608,ES,51135,PAID,2,3.09,DeliveredStatus
266,33416655,60241,TR,66297,PAID,2,4.38,DeliveredStatus
267,32680293,44044,AR,62935,PAID,2,7.1,DeliveredStatus
268,33435423,46447,AR,16553,PAID,3,8.1,CanceledStatus
269,32071215,75596,TR,34210,PAID,8,14.74,CanceledStatus
270,32564548,48777,AR,35519,PAID,1,4.87,DeliveredStatus
271,32089938,72990,ES,54552,PAID,2,15.6,DeliveredStatus
272,33549280,72956,PE,71671,PAID,2,4.41,DeliveredStatus
273,32753546,72586,AR,42871,PAID,1,11.76,CanceledStatus
274,33227004,46903,UA,66050,PAID,3,7.73,DeliveredStatus
275,32353923,38891,UA,69693,PAID,2,4.91,CanceledStatus
276,32605484,77441,ES,18781,PAID,10,23.41,CanceledStatus
277,33535565,74072,AR,58930,PAID,1,3.02,DeliveredStatus
278,32656954,43565,ES,29447,PAID,5,7.4,DeliveredStatus
279,32970900,49784,PA,17782,PAID,1,6.97,DeliveredStatus
280,33291802,71751,IT,10692,PAID,5,16.42,DeliveredStatus
281,32265595,59250,AR,32293,PAID,5,1.46,DeliveredStatus
282,33458557,47631,PE,11361,PAID,3,19.3,DeliveredStatus
283,32527401,43057,TR,37482,PAID,4,11.47,DeliveredStatus
284,33232113,50924,UA,59363,PAID,3,23.45,DeliveredStatus
285,33074447,58184,UA,50834,PAID,2,7.85,DeliveredStatus
286,33183348,65591,EC,41224,PAID,3,8.92,DeliveredStatus
287,33046439,44217,TR,72875,PAID,1,1.51,DeliveredStatus
288,32191648,43938,MA,33538,PAID,6,37.35,DeliveredStatus
289,32643328,30482,PE,46853,PAID,1,6.27,DeliveredStatus
290,32674716,40600,AR,28285,PAID,3,12.58,DeliveredStatus
291,32708503,56710,AR,61625,PAID,1,6.21,DeliveredStatus
292,32920972,51645,RO,71243,PAID,1,30.36,DeliveredStatus
293,33271409,65342,FR,3297,PAID,2,44.98,DeliveredStatus
294,32196313,47269,IT,9673,PAID,4,11.54,DeliveredStatus
295,32227770,57747,ES,30120,PAID,6,13.67,DeliveredStatus
296,33107499,71313,UA,59535,PAID,3,12.06,DeliveredStatus
297,32527676,40018,RO,59048,PAID,1,3.59,DeliveredStatus
298,33359088,76741,AR,62323,PAID,3,11.67,DeliveredStatus
299,32546702,49113,ES,30121,PAID,2,4.08,DeliveredStatus
300,32212016,50345,ES,28669,PAID,6,40.95,DeliveredStatus
301,32413125,70032,RO,33378,PAID,3,3.5,CanceledStatus
302,32934498,33761,EC,51374,PAID,1,5.29,DeliveredStatus
303,32037891,58493,EG,44032,PAID,1,4.58,DeliveredStatus
304,32321781,68207,PA,71160,PAID,1,7.26,DeliveredStatus
305,33190655,76148,AR,62826,PAID,1,7.21,DeliveredStatus
306,32230911,59194,PT,71798,PAID,2,5.87,DeliveredStatus
307,32977132,76737,RO,72551,PAID,4,4.85,DeliveredStatus
308,32141104,84574,FR,2964,PAID,4,19.7,DeliveredStatus
309,32239050,69946,EG,28059,PAID,4,2.92,DeliveredStatus
310,33102842,73375,TR,66573,PAID,3,5.88,DeliveredStatus
311,32489740,61957,PE,51853,PAID,2,7.45,DeliveredStatus
312,32344292,86184,AR,55118,PAID,2,5.3,DeliveredStatus
313,33305845,53103,PE,15938,PAID,1,10.75,DeliveredStatus
314,32551850,55833,IT,10822,PAID,2,4.04,DeliveredStatus
315,32919509,47213,FR,4449,PAID,6,34.1,CanceledStatus
316,33263961,47425,AR,34059,PAID,2,9.4,CanceledStatus
317,33397311,45636,ES,69014,PAID,2,11.1,DeliveredStatus
318,33095904,63576,ES,50287,PAID,10,19.05,DeliveredStatus
319,33314718,76412,ES,13669,PAID,4,26.5,DeliveredStatus
320,33429475,61773,UA,54218,PAID,1,1.18,DeliveredStatus
321,33456682,68749,IT,15222,PAID,4,24.9,DeliveredStatus
322,32435971,79396,TR,61684,PAID,2,3.11,DeliveredStatus
323,32057649,49077,AR,28286,PAID,2,3.8,DeliveredStatus
324,32629548,74935,AR,57889,PAID,1,13.27,CanceledStatus
325,33404286,48944,ES,22860,PAID,3,6.8,DeliveredStatus
326,32698892,46034,PE,15938,PAID,4,36.83,DeliveredStatus
327,33453586,71540,RO,72971,PAID,7,14.23,DeliveredStatus
328,33272389,72880,TR,47257,PAID,1,1.15,DeliveredStatus
329,33357464,76107,AR,20804,PAID,1,8.86,DeliveredStatus
330,33066072,51141,ES,5257,PAID,4,15.75,DeliveredStatus
331,32532679,43468,MA,34507,PAID,7,21.96,DeliveredStatus
332,32785799,50785,TR,47538,PAID,3,3.96,DeliveredStatus
333,32538169,47767,ES,9276,PAID,1,23.5,DeliveredStatus
334,33199916,79795,AR,61663,PAID,2,17.11,DeliveredStatus
335,32905798,35197,TR,62003,PAID,2,3.18,DeliveredStatus
336,32601944,76452,ES,5273,PAID,7,14.53,DeliveredStatus
337,32842045,71892,FR,2965,PAID,4,22.8,DeliveredStatus
338,33528813,81443,PT,18073,PAID,1,4.19,CanceledStatus
339,33389209,35635,IT,10695,PAID,13,39.1,DeliveredStatus
340,33050174,45291,EG,46549,PAID,2,2.15,DeliveredStatus
341,33095465,70605,TR,31446,PAID,2,1.88,DeliveredStatus
342,32398405,56622,PT,71797,PAID,2,1.38,DeliveredStatus
343,32484003,66910,AR,55206,PAID,1,6.12,DeliveredStatus
344,32076342,73445,UA,67628,PAID,4,27.44,DeliveredStatus
345,32553467,42426,AR,20886,PAID,1,1.44,CanceledStatus
346,32547919,38995,AR,62801,PAID,5,1.42,DeliveredStatus
347,32901550,74182,CR,72064,PAID,1,7.22,DeliveredStatus
348,32915264,44364,FR,3082,PAID,2,16.2,CanceledStatus
349,32072698,72442,UA,45789,PAID,1,3.76,DeliveredStatus
350,32564826,48914,AR,14114,PAID,1,5.95,DeliveredStatus
351,32580082,75781,ES,45099,PAID,2,19.5,DeliveredStatus
352,32192216,48060,RO,30062,PAID,2,14.74,CanceledStatus
353,32579975,69833,ES,9004,PAID,7,12.21,DeliveredStatus
354,32911509,44261,UA,66532,PAID,1,5.21,DeliveredStatus
355,32412875,66349,IT,14680,PAID,2,9.0,DeliveredStatus
356,32230550,43382,EC,41162,PAID,1,11.0,DeliveredStatus
357,32708762,56787,AR,50175,PAID,1,4.88,DeliveredStatus
358,31977510,49393,ES,18682,PAID,10,19.66,DeliveredStatus
359,32740671,80086,ES,19842,PAID,2,14.0,DeliveredStatus
360,33249594,51215,ES,30118,PAID,7,14.7,DeliveredStatus
361,32410032,50907,AR,63908,PAID,2,14.79,DeliveredStatus
362,33226531,49938,TR,69980,PAID,1,1.55,DeliveredStatus
363,32557714,45021,AR,48152,PAID,1,3.54,DeliveredStatus
364,32777673,33690,TR,62023,PAID,1,1.92,DeliveredStatus
365,33418649,53725,ES,8466,PAID,1,7.7,DeliveredStatus
366,32903112,774,AR,62620,PAID,4,3.43,DeliveredStatus
367,33308056,75147,ES,5256,PAID,5,29.8,CanceledStatus
368,33553888,82727,AR,20951,PAID,3,1.1,DeliveredStatus
369,32591760,59208,AR,59953,PAID,2,6.64,DeliveredStatus
370,33524474,82840,FR,4137,PAID,1,8.5,DeliveredStatus
371,32324005,69188,PE,36504,PAID,1,15.41,DeliveredStatus
372,32742490,66400,AR,62851,PAID,2,9.7,DeliveredStatus
373,32638125,79964,AR,57138,PAID,5,4.78,DeliveredStatus
374,32229893,47913,AR,29774,PAID,1,2.65,DeliveredStatus
375,32235641,64951,ES,28591,PAID,2,6.75,CanceledStatus
376,32875745,67744,AR,14114,PAID,1,3.69,DeliveredStatus
377,32410614,69145,UA,49696,PAID,4,22.46,DeliveredStatus
378,32135691,82441,IT,8869,PAID,1,12.0,DeliveredStatus
379,33212491,79038,EC,67169,PAID,4,21.25,DeliveredStatus
380,33188865,77281,AR,12787,PAID,1,4.88,DeliveredStatus
381,32886245,67570,PE,13188,PAID,4,55.57,CanceledStatus
382,32153981,76075,AR,63042,PAID,1,1.68,DeliveredStatus
383,33436615,47007,AR,56010,PAID,5,3.56,DeliveredStatus
384,32506070,77579,AR,15144,PAID,3,14.84,CanceledStatus
385,32197296,55021,TR,62063,PAID,6,4.87,DeliveredStatus
386,32640273,74307,PE,51251,PAID,3,9.06,DeliveredStatus
387,32690045,71068,KE,66621,PAID,1,0.85,DeliveredStatus
388,32649329,33267,TR,62041,PAID,1,1.44,DeliveredStatus
389,32222863,37341,PA,65898,PAID,1,23.76,DeliveredStatus
390,32580356,69960,FR,1218,PAID,3,20.4,DeliveredStatus
391,33266228,41288,EC,61328,PAID,1,2.58,DeliveredStatus
392,33155093,63679,AR,65733,PAID,3,3.82,DeliveredStatus
393,32109570,76596,ES,27585,PAID,1,8.6,DeliveredStatus
394,32623183,60419,GT,29225,PAID,1,18.4,CanceledStatus
395,32727093,72545,PT,71798,PAID,5,19.82,DeliveredStatus
396,32539771,48732,ES,45101,PAID,2,8.8,DeliveredStatus
397,33426871,64192,TR,43805,PAID,2,19.87,DeliveredStatus
398,32668687,51481,FR,3705,PAID,2,8.5,DeliveredStatus
399,33534711,66484,PE,11107,PAID,3,16.94,DeliveredStatus
400,33388169,36868,UA,59223,PAID,2,5.74,DeliveredStatus
401,33190574,68917,PE,43593,PAID,1,9.4,DeliveredStatus
402,32576887,68703,ES,8214,PAID,7,10.74,DeliveredStatus
403,32914878,51245,TR,62056,PAID,4,6.92,DeliveredStatus
404,32312679,70716,AR,58335,PAID,1,6.29,DeliveredStatus
405,32443968,77160,EG,31742,PAID,4,1.13,DeliveredStatus
406,32930428,53081,IT,1463,PAID,1,3.7,DeliveredStatus
407,32159070,78044,AR,59619,PAID,3,19.32,DeliveredStatus
408,32980948,74082,MA,74889,PAID,9,35.08,DeliveredStatus
409,32963039,43663,CR,72061,PAID,1,5.79,DeliveredStatus
